command,file,domain_id,domain,muster,stamm,rw,tables,ki,layers,vault,gl_refs,mvp,review,params,return
set_stk_default_g_manual,commands.rs,D-3,Grundprodukte,CRUD,stk_default_g_manual,R,wawi_gp_v2,0,0,0,,MVP,0,"gp_v2_id: i64, stk_default_g: Option<f64>","Result<i64, String>"
suggest_sub_kategorie_normalisations,commands.rs,D-3,Grundprodukte,Spezial,suggest_sub_kategorie_normalisations,R,wawi_gp_v2,0,0,0,,MVP,0,warengruppe: String,"Result<Vec<(String, String, i64)>, String>"
list_templates,commands.rs,D-3,Grundprodukte,CRUD,templates,R,recipe_ingredients;recipes;vocab_einheit;vocab_sub_rezept_typ;wawi_gp_v2,0,0,0,,MVP,1,,"Result<Vec<TemplateSummary>, String>"
list_warengruppen,commands.rs,D-3,Grundprodukte,CRUD,warengruppen,R,wawi_gp_v2,0,0,0,,MVP,0,,"Result<Vec<(String, i64)>, String>"
list_warengruppen_const,commands.rs,D-3,Grundprodukte,CRUD,warengruppen_const,R,,0,0,0,,MVP,1,,"Result<Vec<String>, String>"
set_active_ai_layer_version,commands.rs,D-4,KI-Infrastruktur,CRUD,active_ai_layer_version,W,ai_layer;ai_layer_version,0,0,0,,MVP,0,"layer_id: i64, version_id: i64","Result<AiLayerListItem, String>"
create_ai_layer,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layer,W,ai_layer;ai_layer_version,0,0,0,,MVP,0,input: AiLayerCreateInput,"Result<AiLayerDetail, String>"
delete_ai_layer,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layer,W,ai_layer,0,0,0,,MVP,0,layer_id: i64,"Result<(), String>"
get_ai_layer,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layer,R,ai_layer,0,0,0,,MVP,0,layer_id: i64,"Result<AiLayerDetail, String>"
update_ai_layer_meta,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layer_meta,W,ai_layer,0,0,0,,MVP,0,"layer_id: i64, input: AiLayerMetaInput","Result<AiLayerListItem, String>"
create_ai_layer_version,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layer_version,W,ai_layer;ai_layer_version,0,0,0,,MVP,0,"layer_id: i64, input: AiLayerVersionInput","Result<AiLayerVersion, String>"
list_ai_layers,commands.rs,D-4,KI-Infrastruktur,CRUD,ai_layers,R,ai_layer;ai_layer_version,0,0,0,,MVP,0,,"Result<Vec<AiLayerListItem>, String>"
ai_call_recency_stats,commands.rs,D-4,KI-Infrastruktur,KI-Lebenszyklus,call_recency_stats,R,ai_call_log,0,0,0,GL-07,MVP,0,,"Result<Vec<crate::models::AiCallRecencyStat>, String>"
dryrun_ai_layer,commands.rs,D-4,KI-Infrastruktur,Spezial,dryrun_ai_layer,W,ai_call_log;ai_layer;ai_layer_version;wawi_gp_v2,1,0,0,,MVP,0,"limiter: State<GeminiRateLimiter>, input: DryrunAiLayerInput","Result<GeminiTestResult, String>"
gemini_get_status,commands.rs,D-4,KI-Infrastruktur,Spezial,gemini_get_status,R,,1,0,0,,MVP,0,,"Result<GeminiStatus, String>"
gemini_set_api_key,commands.rs,D-4,KI-Infrastruktur,Spezial,gemini_set_api_key,R,,0,0,0,,MVP,0,input: GeminiSetKeyInput,"Result<GeminiStatus, String>"
gemini_set_model,commands.rs,D-4,KI-Infrastruktur,Spezial,gemini_set_model,R,,0,0,0,,MVP,0,input: GeminiSetModelInput,"Result<GeminiStatus, String>"
gemini_test_connection,commands.rs,D-4,KI-Infrastruktur,Spezial,gemini_test_connection,R,,1,0,0,,MVP,0,limiter: State<GeminiRateLimiter>,"Result<GeminiTestResult, String>"
resolve_ai_layers,commands.rs,D-4,KI-Infrastruktur,Spezial,resolve_ai_layers,R,,0,1,0,GL-06,MVP,0,input: ResolveLayersInput,"Result<ResolvedLayers, String>"
add_recipe_ingredient,commands.rs,D-5,Basisrezepte,Spezial,add_recipe_ingredient,W,recipe_ingredients,0,0,0,,MVP,0,"recipe_id: i64, input: RecipeIngredientInput","Result<AddIngredientResult, String>"
apply_recipe_review_change,commands.rs,D-5,Basisrezepte,Spezial,apply_recipe_review_change,W,recipe_ingredients,0,0,0,,MVP,0,input: ApplyReviewChangeInput,"Result<(), String>"
list_bulk_pending_recipes,commands.rs,D-5,Basisrezepte,CRUD,bulk_pending_recipes,R,recipes,0,0,0,,MVP,0,,"Result<Vec<(i64, String)>, String>"
ai_describe_recipe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,describe_recipe,R,recipe_ingredients;recipes;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeDescriptionSuggestion, String>"
duplicate_recipe,commands.rs,D-5,Basisrezepte,Spezial,duplicate_recipe,W,recipe_ingredients;recipes,0,0,0,,MVP,0,recipe_id: i64,"Result<i64, String>"
ai_suggest_equipment,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,equipment,R,recipe_ingredients;recipes;vocab_einheit;vocab_kochequipment;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::EquipmentSuggestion, String>"
ai_extract_recipe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,extract_recipe,R,,1,1,1,GL-06;GL-07;GL-13,MVP,0,"limiter: State<GeminiRateLimiter>, input: AiExtractRecipeInput","Result<RecipeProposal, String>"
accept_fertigungstiefe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,fertigungstiefe,W,ai_call_log;recipes,0,0,0,GL-07,MVP,0,input: AcceptFertigungstiefeInput,"Result<i64, String>"
delete_generator_stub,commands.rs,D-5,Basisrezepte,CRUD,generator_stub,W,recipe_ingredients;recipes,0,0,0,,MVP,0,recipe_id: i64,"Result<(), String>"
set_ingredient_rolle,commands.rs,D-5,Basisrezepte,CRUD,ingredient_rolle,W,recipe_ingredients,0,0,0,,MVP,0,"recipe_ingredient_id: i64, rolle: Option<String>","Result<(), String>"
inspect_subrecipe_link,commands.rs,D-5,Basisrezepte,Spezial,inspect_subrecipe_link,R,,0,0,0,,MVP,0,"parent_recipe_id: i64, sub_recipe_id: i64","Result<SubrecipeLinkInfo, String>"
match_single_ingredient,commands.rs,D-5,Basisrezepte,Spezial,match_single_ingredient,R,,0,0,0,GL-04,MVP,0,"name: String, hauptzutat_slug: Option<String>, prefer_sub_recipe: Option<bool>, variant_pref: Option<String>","Result<IngredientMatchResult, String>"
ai_generate_recipe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe,R,recipe_ingredients;recipes;wawi_gp_v2,1,1,1,GL-06;GL-07;GL-13,MVP,0,"limiter: State<GeminiRateLimiter>, input: AiGenerateRecipeInput","Result<RecipeProposal, String>"
create_recipe,commands.rs,D-5,Basisrezepte,CRUD,recipe,W,recipe_kategorien;recipes,0,0,0,,MVP,0,input: RecipeInput,"Result<i64, String>"
delete_recipe,commands.rs,D-5,Basisrezepte,CRUD,recipe,W,recipe_ingredients;recipes,0,0,0,,MVP,0,recipe_id: i64,"Result<(), String>"
get_recipe,commands.rs,D-5,Basisrezepte,CRUD,recipe,R,aufschlagsklassen;recipe_hauptgruppen;recipe_kategorien;recipes;speisen_klassen;vocab_behaelter;vocab_einheit;vocab_regen_geraet;vocab_serviervehikel;vocab_sub_rezept_typ,0,0,0,,MVP,0,recipe_id: i64,"Result<RecipeDetail, String>"
update_recipe,commands.rs,D-5,Basisrezepte,CRUD,recipe,W,recipes,0,0,0,,MVP,0,"recipe_id: i64, input: RecipeInput","Result<(), String>"
recipe_component_suggestions,commands.rs,D-5,Basisrezepte,Spezial,recipe_component_suggestions,R,pairing_anker_edges,0,0,0,,MVP,0,recipe_id: i64,"Result<crate::models::RecipeSuggestions, String>"
recipe_culinary_coherence_compute,commands.rs,D-5,Basisrezepte,Spezial,recipe_culinary_coherence_compute,W,recipe_culinary_coherence,1,0,0,,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RecipeCulinaryCoherence, String>"
recipe_culinary_coherence_get,commands.rs,D-5,Basisrezepte,Spezial,recipe_culinary_coherence_get,R,recipe_culinary_coherence,0,0,0,,MVP,0,recipe_id: i64,"Result<Option<crate::models::RecipeCulinaryCoherence>, String>"
accept_recipe_description,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_description,W,ai_call_log;recipes,0,0,0,GL-07,MVP,0,input: AcceptRecipeDescriptionInput,"Result<i64, String>"
accept_recipe_eigenschaften,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_eigenschaften,W,ai_call_log;recipes,0,0,0,GL-07,MVP,0,input: AcceptRecipeEigenschaftenInput,"Result<i64, String>"
ai_suggest_recipe_eigenschaften,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_eigenschaften,R,recipe_ingredients;recipes;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeEigenschaftenSuggestion, String>"
get_recipe_equipment,commands.rs,D-5,Basisrezepte,CRUD,recipe_equipment,R,recipe_equipment;vocab_kochequipment,0,0,0,,MVP,0,recipe_id: i64,"Result<Vec<crate::models::RecipeEquipment>, String>"
set_recipe_equipment,commands.rs,D-5,Basisrezepte,CRUD,recipe_equipment,W,recipe_equipment,0,0,0,,MVP,0,"recipe_id: i64, vocab_ids: Vec<i64>","Result<(), String>"
get_recipe_fertigungstiefe,commands.rs,D-5,Basisrezepte,CRUD,recipe_fertigungstiefe,R,recipes,0,0,0,,MVP,0,recipe_id: i64,"Result<Option<String>, String>"
set_recipe_fertigungstiefe,commands.rs,D-5,Basisrezepte,CRUD,recipe_fertigungstiefe,W,recipes,0,0,0,,MVP,0,"recipe_id: i64, stufe: Option<String>","Result<i64, String>"
accept_recipe_garverlust,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_garverlust,W,ai_call_log;recipe_ingredients,0,0,0,GL-07,MVP,0,input: crate::models::AcceptRecipeGarverlustInput,"Result<(), String>"
ai_infer_recipe_garverlust,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_garverlust,R,recipe_ingredients;recipes;vocab_einheit;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RecipeGarverlustSuggestion, String>"
reject_recipe_garverlust,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_garverlust,W,ai_call_log,0,0,0,GL-07,MVP,0,call_log_id: i64,"Result<(), String>"
create_recipe_hauptgruppe,commands.rs,D-5,Basisrezepte,CRUD,recipe_hauptgruppe,W,recipe_hauptgruppen,0,0,0,,MVP,0,input: RecipeHauptgruppeInput,"Result<i64, String>"
delete_recipe_hauptgruppe,commands.rs,D-5,Basisrezepte,CRUD,recipe_hauptgruppe,W,recipe_hauptgruppen;recipe_kategorien,0,0,0,,MVP,0,hauptgruppe_id: i64,"Result<(), String>"
update_recipe_hauptgruppe,commands.rs,D-5,Basisrezepte,CRUD,recipe_hauptgruppe,W,recipe_hauptgruppen,0,0,0,,MVP,0,"hauptgruppe_id: i64, input: RecipeHauptgruppeInput","Result<(), String>"
list_recipe_hauptgruppen,commands.rs,D-5,Basisrezepte,CRUD,recipe_hauptgruppen,R,recipe_hauptgruppen;recipe_kategorien;recipes,0,0,0,,MVP,0,,"Result<Vec<RecipeHauptgruppe>, String>"
delete_recipe_ingredient,commands.rs,D-5,Basisrezepte,CRUD,recipe_ingredient,W,recipe_ingredients,0,0,0,,MVP,0,ingredient_id: i64,"Result<(), String>"
update_recipe_ingredient,commands.rs,D-5,Basisrezepte,CRUD,recipe_ingredient,W,recipe_ingredients,0,0,0,,MVP,0,"ingredient_id: i64, input: RecipeIngredientInput","Result<UpdateIngredientResult, String>"
get_recipe_ingredients,commands.rs,D-5,Basisrezepte,CRUD,recipe_ingredients,R,lookup_unit;prices;recipe_ingredients;recipes;supplier_items;vocab_einheit;wawi_gp_count_unit_defaults;wawi_gp_v2;wawi_la_structured,0,0,0,,MVP,0,recipe_id: i64,"Result<Vec<RecipeIngredient>, String>"
ai_classify_recipe_kategorie,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_kategorie,R,recipe_hauptgruppen;recipe_ingredients;recipe_kategorien;recipes;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeKategorieSuggestion, String>"
accept_recipe_name,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_name,W,recipes,0,0,0,GL-07,MVP,0,"recipe_id: i64, name: String","Result<(), String>"
ai_normalize_recipe_name,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_name,R,recipe_hauptgruppen;recipe_ingredients;recipe_kategorien;recipes;speisen_hauptgruppen;speisen_klassen;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, name: String, recipe_id: Option<i64>","Result<RecipeNameSuggestion, String>"
accept_recipe_niveau,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_niveau,W,ai_call_log;recipe_niveau_eignung,0,0,0,GL-07,MVP,0,input: crate::models::AcceptRecipeNiveauInput,"Result<(), String>"
ai_infer_recipe_niveau,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_niveau,R,recipe_ingredients;recipes;vocab_niveau;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RecipeNiveauSuggestion, String>"
clear_recipe_niveau,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_niveau,W,recipe_niveau_eignung,0,0,0,GL-07,MVP,0,recipe_id: i64,"Result<(), String>"
list_recipe_niveau,commands.rs,D-5,Basisrezepte,CRUD,recipe_niveau,R,recipe_niveau_eignung;vocab_niveau,0,0,0,,MVP,0,recipe_id: i64,"Result<Vec<crate::models::RecipeNiveauEignung>, String>"
reject_recipe_niveau,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_niveau,W,ai_call_log,0,0,0,GL-07,MVP,0,call_log_id: i64,"Result<(), String>"
set_recipe_niveau,commands.rs,D-5,Basisrezepte,CRUD,recipe_niveau,W,recipe_niveau_eignung;vocab_niveau,0,0,0,,MVP,0,"recipe_id: i64, niveau_slug: String","Result<(), String>"
get_recipe_parents,commands.rs,D-5,Basisrezepte,CRUD,recipe_parents,R,recipe_ingredients;recipes,0,0,0,,MVP,0,recipe_id: i64,"Result<Vec<RecipeParentRef>, String>"
recipe_plate_suggestion_compute,commands.rs,D-5,Basisrezepte,Spezial,recipe_plate_suggestion_compute,W,recipe_plate_suggestion,1,0,0,,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RecipePlateSuggestion, String>"
recipe_plate_suggestion_get,commands.rs,D-5,Basisrezepte,Spezial,recipe_plate_suggestion_get,R,recipe_plate_suggestion,0,0,0,,MVP,0,recipe_id: i64,"Result<Option<crate::models::RecipePlateSuggestion>, String>"
accept_recipe_proposal,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_proposal,W,ai_call_log;recipe_ingredients;recipes;vocab_einheit,0,0,0,GL-07,MVP,0,input: AcceptRecipeProposalInput,"Result<AcceptRecipeResult, String>"
reject_recipe_proposal,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_proposal,W,ai_call_log;recipe_ingredients;recipes,0,0,0,GL-07,MVP,0,call_log_id: i64,"Result<(), String>"
accept_recipe_sektor,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_sektor,W,ai_call_log;recipe_sektor_eignung,0,0,0,GL-07,MVP,0,input: crate::models::AcceptRecipeSektorInput,"Result<(), String>"
ai_infer_recipe_sektor,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_sektor,R,recipe_ingredients;recipes;vocab_sektor;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RecipeSektorSuggestion, String>"
clear_recipe_sektor,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_sektor,W,recipe_sektor_eignung,0,0,0,GL-07,MVP,0,recipe_id: i64,"Result<(), String>"
list_recipe_sektor,commands.rs,D-5,Basisrezepte,CRUD,recipe_sektor,R,recipe_sektor_eignung;vocab_sektor,0,0,0,,MVP,0,recipe_id: i64,"Result<Vec<crate::models::RecipeSektorEignung>, String>"
reject_recipe_sektor,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_sektor,W,ai_call_log,0,0,0,GL-07,MVP,0,call_log_id: i64,"Result<(), String>"
set_recipe_sektor,commands.rs,D-5,Basisrezepte,CRUD,recipe_sektor,W,recipe_sektor_eignung;vocab_sektor,0,0,0,,MVP,0,"recipe_id: i64, sektor_slug: String","Result<(), String>"
set_recipe_status,commands.rs,D-5,Basisrezepte,CRUD,recipe_status,W,recipes,0,0,0,,MVP,0,"recipe_id: i64, status: String, reviewer_note: Option<String>","Result<(), String>"
get_recipe_subtree_depth,commands.rs,D-5,Basisrezepte,CRUD,recipe_subtree_depth,R,,0,0,0,,MVP,0,recipe_id: i64,"Result<i32, String>"
set_recipe_template,commands.rs,D-5,Basisrezepte,CRUD,recipe_template,W,recipes,0,0,0,,MVP,0,"recipe_id: i64, is_template: bool","Result<(), String>"
accept_recipe_zubereitung,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,recipe_zubereitung,W,ai_call_log;recipes,0,0,0,GL-07,MVP,0,input: AcceptRecipeZubereitungInput,"Result<i64, String>"
list_recipes,commands.rs,D-5,Basisrezepte,CRUD,recipes,R,recipe_hauptgruppen;recipe_ingredients;recipe_kategorien;recipes;vocab_sub_rezept_typ,0,0,0,,MVP,0,"search: Option<String>, kategorie_id: Option<i64>, hauptgruppe_id: Option<i64>, status: Option<String>, ist_verkaufsrezept: Option<i64>, sub_typ_id: Option<i64>, geschmacksrichtung: Option<String>, is_template: Option<i64>, limit: Option<i64>","Result<Vec<RecipeSummary>, String>"
search_recipes_for_picker,commands.rs,D-5,Basisrezepte,CRUD,recipes_for_picker,W,app_settings;recipe_kategorien;recipes,0,0,0,,MVP,0,"query: String, exclude_recipe_id: Option<i64>, limit: Option<i64>","Result<Vec<RecipePickerHit>, String>"
recompute_all_recipes,commands.rs,D-5,Basisrezepte,Spezial,recompute_all_recipes,W,declarations;ing_resolved;recipe_ingredients;recipes;wawi_la_structured,0,0,0,GL-02,MVP,0,,"Result<i64, String>"
remove_recipe_niveau,commands.rs,D-5,Basisrezepte,Spezial,remove_recipe_niveau,W,recipe_niveau_eignung,0,0,0,,MVP,0,"recipe_id: i64, niveau_slug: String","Result<(), String>"
remove_recipe_sektor,commands.rs,D-5,Basisrezepte,Spezial,remove_recipe_sektor,W,recipe_sektor_eignung,0,0,0,,MVP,0,"recipe_id: i64, sektor_slug: String","Result<(), String>"
reorder_recipe_ingredients,commands.rs,D-5,Basisrezepte,Spezial,reorder_recipe_ingredients,W,recipe_ingredients;recipes,0,0,0,,MVP,0,"recipe_id: i64, ordered_ids: Vec<i64>","Result<(), String>"
ai_review_recipe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,review_recipe,R,recipe_ingredients;recipes;speisen_klassen;vocab_behaelter;vocab_einheit;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeReview, String>"
ai_revise_recipe,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,revise_recipe,R,recipe_ingredients;recipes;vocab_einheit;wawi_gp_v2,0,0,0,GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64, anweisung: String","Result<RecipeProposal, String>"
ai_verteile_rollen,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,rollen,W,recipe_ingredients;recipes;vocab_einheit;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RollenVerteilungResult, String>"
create_sub_recipe_stub,commands.rs,D-5,Basisrezepte,CRUD,sub_recipe_stub,W,recipes;vocab_sub_rezept_typ,0,0,0,,MVP,0,"limiter: State<GeminiRateLimiter>, name: String, sub_rezept_typ: Option<String>","Result<SubRecipeStubResult, String>"
accept_sub_rezept_typ,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,sub_rezept_typ,W,ai_call_log;recipes;vocab_sub_rezept_typ,0,0,0,GL-07,MVP,0,input: AcceptSubRezeptTypInput,"Result<i64, String>"
ai_infer_sub_rezept_typ,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,sub_rezept_typ,R,recipe_ingredients;recipes;vocab_sub_rezept_typ;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<SubRezeptTypSuggestion, String>"
clear_sub_rezept_typ,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,sub_rezept_typ,W,recipes,0,0,0,GL-07,MVP,0,recipe_id: i64,"Result<i64, String>"
reject_sub_rezept_typ,commands.rs,D-5,Basisrezepte,KI-Lebenszyklus,sub_rezept_typ,W,ai_call_log,0,0,0,GL-07,MVP,0,call_log_id: i64,"Result<(), String>"
list_sub_rezept_typen,commands.rs,D-5,Basisrezepte,CRUD,sub_rezept_typen,R,vocab_sub_rezept_typ,0,0,0,,MVP,0,,"Result<Vec<VocabSubRezeptTyp>, String>"
add_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,Spezial,add_recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,"recipe_id: i64, input: RecipeCustomerNameInput","Result<i64, String>"
create_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,"code: String, bezeichnung: String, rohaufschlag_pct: f64, bedienung_pct: f64, profit_pct: f64, mwst_satz: f64, formel_typ: String, note: Option<String>","Result<i64, String>"
delete_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,aufschlagsklasse_id: i64,"Result<(), String>"
update_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,"aufschlagsklasse_id: i64, bezeichnung: String, rohaufschlag_pct: f64, bedienung_pct: f64, profit_pct: f64, mwst_satz: f64, formel_typ: String, note: Option<String>","Result<(), String>"
list_aufschlagsklassen,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklassen,R,aufschlagsklassen,0,0,0,,MVP,0,,"Result<Vec<Aufschlagsklasse>, String>"
accept_behaelter,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,behaelter,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptBehaelterInput,"Result<i64, String>"
ai_suggest_behaelter,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,behaelter,R,recipe_ingredients;recipes;speisen_klassen;vocab_behaelter;vocab_einheit;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::BehaelterSuggestion, String>"
list_distinct_customer_names,commands.rs,D-6,Verkaufsrezepte,CRUD,distinct_customer_names,R,recipe_customer_names,0,0,0,,MVP,0,,"Result<Vec<String>, String>"
ai_generate_marketing,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,marketing,R,recipe_ingredients;recipes;schreibstile;speisen_klassen;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64, schreibstil_id: Option<i64>","Result<crate::models::MarketingTextSuggestion, String>"
accept_marketing_text,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,marketing_text,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptMarketingTextInput,"Result<i64, String>"
delete_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,id: i64,"Result<(), String>"
update_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,"id: i64, input: RecipeCustomerNameInput","Result<(), String>"
list_recipe_customer_names,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_names,R,recipe_customer_names,0,0,0,,MVP,1,recipe_id: i64,"Result<Vec<RecipeCustomerName>, String>"
accept_regeneration,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,regeneration,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptRegenerationInput,"Result<i64, String>"
ai_suggest_regeneration,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,regeneration,R,recipe_ingredients;recipes;speisen_klassen;vocab_einheit;vocab_regen_geraet;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RegenerationSuggestion, String>"
create_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,input: crate::models::SchreibstilInput,"Result<i64, String>"
delete_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,schreibstil_id: i64,"Result<(), String>"
update_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,"schreibstil_id: i64, input: crate::models::SchreibstilInput","Result<(), String>"
set_schreibstil_inactive,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil_inactive,W,schreibstile,0,0,0,,MVP,0,"schreibstil_id: i64, is_inactive: bool","Result<(), String>"
list_schreibstile,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstile,R,schreibstile,0,0,0,,MVP,0,include_inactive: Option<bool>,"Result<Vec<crate::models::Schreibstil>, String>"
accept_servier_vehikel,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,servier_vehikel,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptServierVehikelInput,"Result<i64, String>"
ai_suggest_servier_vehikel,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,servier_vehikel,R,recipe_ingredients;recipes;speisen_klassen;vocab_serviervehikel;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::ServierVehikelSuggestion, String>"
create_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,"code: String, bezeichnung: String, sort_order: Option<i64>","Result<i64, String>"
delete_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,hauptgruppe_id: i64,"Result<(), String>"
update_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,"hauptgruppe_id: i64, code: String, bezeichnung: String, sort_order: Option<i64>","Result<(), String>"
list_speisen_hauptgruppen,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppen,R,speisen_hauptgruppen;speisen_klassen,0,0,0,,MVP,0,,"Result<Vec<SpeisenHauptgruppe>, String>"
